Date,Bitcoin
2017-03-02,4.7333333333333325
2017-03-03,5.266666666666666
2017-03-04,4.466666666666667
2017-03-05,3.6
2017-03-06,4.266666666666667
2017-03-07,4.0
2017-03-08,4.333333333333333
2017-03-09,4.466666666666667
2017-03-10,7.066666666666666
2017-03-11,5.266666666666666
2017-03-12,3.7333333333333334
2017-03-13,3.8666666666666667
2017-03-14,3.4
2017-03-15,3.8
2017-03-16,3.6666666666666665
2017-03-17,4.133333333333333
2017-03-18,4.800000000000001
2017-03-19,4.199999999999999
2017-03-20,3.8
2017-03-21,3.333333333333333
2017-03-22,3.4666666666666663
2017-03-23,3.4666666666666663
2017-03-24,4.266666666666667
2017-03-25,4.066666666666666
2017-03-26,3.4
2017-03-27,3.8
2017-03-28,3.1999999999999997
2017-03-29,3.2666666666666666
2017-03-30,2.933333333333333
2017-03-31,3.2666666666666666
2017-04-01,11.0
2017-04-02,11.368421052631579
2017-04-03,14.31578947368421
2017-04-04,14.68421052631579
2017-04-05,14.31578947368421
2017-04-06,16.157894736842103
2017-04-07,15.052631578947368
2017-04-08,12.473684210526315
2017-04-09,13.394736842105264
2017-04-10,13.578947368421053
2017-04-11,14.5
2017-04-12,15.421052631578947
2017-04-13,15.236842105263158
2017-04-14,12.289473684210526
2017-04-15,11.18421052631579
2017-04-16,12.289473684210526
2017-04-17,14.868421052631579
2017-04-18,14.31578947368421
2017-04-19,14.31578947368421
2017-04-20,14.5
2017-04-21,14.131578947368421
2017-04-22,14.31578947368421
2017-04-23,12.105263157894736
2017-04-24,13.578947368421053
2017-04-25,14.68421052631579
2017-04-26,17.44736842105263
2017-04-27,17.263157894736842
2017-04-28,15.605263157894738
2017-04-29,16.157894736842103
2017-04-30,14.68421052631579
2017-05-01,11.0
2017-05-02,11.0
2017-05-03,11.0
2017-05-04,11.0
2017-05-05,11.0
2017-05-06,11.0
2017-05-07,11.0
2017-05-08,11.0
2017-05-09,11.0
2017-05-10,11.0
2017-05-11,11.0
2017-05-12,11.0
2017-05-13,11.0
2017-05-14,11.0
2017-05-15,11.0
2017-05-16,11.0
2017-05-17,11.0
2017-05-18,11.0
2017-05-19,11.0
2017-05-20,11.0
2017-05-21,11.0
2017-05-22,11.0
2017-05-23,11.0
2017-05-24,11.0
2017-05-25,11.0
2017-05-26,11.0
2017-05-27,11.0
2017-05-28,11.0
2017-05-29,11.0
2017-05-30,11.0
2017-05-31,11.0
2017-06-01,9.0
2017-06-02,8.375
2017-06-03,8.375
2017-06-04,7.9375
2017-06-05,8.5
2017-06-06,10.75
2017-06-07,9.9375
2017-06-08,8.9375
2017-06-09,8.6875
2017-06-10,8.4375
2017-06-11,8.75
2017-06-12,10.5
2017-06-13,9.4375
2017-06-14,9.1875
2017-06-15,10.375
2017-06-16,9.1875
2017-06-17,8.25
2017-06-18,7.9375
2017-06-19,8.125
2017-06-20,8.6875
2017-06-21,8.9375
2017-06-22,8.8125
2017-06-23,8.1875
2017-06-24,7.6875
2017-06-25,7.4375
2017-06-26,8.5625
2017-06-27,9.125
2017-06-28,9.125
2017-06-29,8.125
2017-06-30,7.125
2017-07-01,15.0
2017-07-02,15.67605633802817
2017-07-03,15.507042253521128
2017-07-04,15.253521126760564
2017-07-05,15.507042253521128
2017-07-06,15.929577464788732
2017-07-07,15.253521126760564
2017-07-08,15.253521126760564
2017-07-09,15.084507042253522
2017-07-10,15.929577464788732
2017-07-11,16.098591549295776
2017-07-12,16.183098591549296
2017-07-13,15.929577464788732
2017-07-14,15.760563380281692
2017-07-15,16.014084507042256
2017-07-16,16.943661971830984
2017-07-17,16.35211267605634
2017-07-18,16.943661971830984
2017-07-19,16.35211267605634
2017-07-20,16.943661971830984
2017-07-21,16.943661971830984
2017-07-22,15.760563380281692
2017-07-23,15.929577464788732
2017-07-24,16.014084507042256
2017-07-25,16.43661971830986
2017-07-26,16.52112676056338
2017-07-27,15.845070422535212
2017-07-28,16.943661971830984
2017-07-29,16.52112676056338
2017-07-30,16.014084507042256
2017-07-31,16.859154929577464
2017-08-01,14.0
2017-08-02,13.0625
2017-08-03,11.3125
2017-08-04,11.0625
2017-08-05,12.375
2017-08-06,11.0
2017-08-07,11.8125
2017-08-08,11.8125
2017-08-09,11.6875
2017-08-10,11.125
2017-08-11,11.625
2017-08-12,12.4375
2017-08-13,13.5625
2017-08-14,14.125
2017-08-15,14.1875
2017-08-16,12.9375
2017-08-17,12.75
2017-08-18,12.6875
2017-08-19,12.125
2017-08-20,11.8125
2017-08-21,11.4375
2017-08-22,12.75
2017-08-23,12.0625
2017-08-24,11.5625
2017-08-25,12.0625
2017-08-26,11.25
2017-08-27,10.875
2017-08-28,11.0625
2017-08-29,12.0
2017-08-30,12.125
2017-08-31,12.0625
2017-09-01,15.999999999999998
2017-09-02,16.2
2017-09-03,16.799999999999997
2017-09-04,15.933333333333332
2017-09-05,16.133333333333333
2017-09-06,17.066666666666663
2017-09-07,17.4
2017-09-08,16.799999999999997
2017-09-09,17.666666666666664
2017-09-10,17.93333333333333
2017-09-11,17.333333333333332
2017-09-12,16.93333333333333
2017-09-13,15.133333333333331
2017-09-14,13.866666666666664
2017-09-15,14.133333333333331
2017-09-16,16.666666666666664
2017-09-17,17.466666666666665
2017-09-18,16.599999999999998
2017-09-19,16.866666666666664
2017-09-20,17.466666666666665
2017-09-21,17.133333333333333
2017-09-22,17.4
2017-09-23,18.0
2017-09-24,18.2
2017-09-25,17.799999999999997
2017-09-26,17.866666666666664
2017-09-27,17.799999999999997
2017-09-28,17.73333333333333
2017-09-29,17.73333333333333
2017-09-30,17.799999999999997
2017-10-01,38.0
2017-10-02,38.6875
2017-10-03,39.375
2017-10-04,38.34375
2017-10-05,37.65625
2017-10-06,37.65625
2017-10-07,36.625
2017-10-08,37.65625
2017-10-09,42.125
2017-10-10,42.125
2017-10-11,41.78125
2017-10-12,51.40625
2017-10-13,58.625
2017-10-14,47.625
2017-10-15,46.59375
2017-10-16,45.90625
2017-10-17,45.5625
2017-10-18,46.25
2017-10-19,44.53125
2017-10-20,51.40625
2017-10-21,52.4375
2017-10-22,45.21875
2017-10-23,49.34375
2017-10-24,50.71875
2017-10-25,48.65625
2017-10-26,47.625
2017-10-27,45.5625
2017-10-28,43.5
2017-10-29,45.21875
2017-10-30,47.96875
2017-10-31,54.15625
2017-11-01,100.0
2017-11-02,115.08108108108108
2017-11-03,106.70270270270271
2017-11-04,98.32432432432432
2017-11-05,94.97297297297297
2017-11-06,100.0
2017-11-07,96.64864864864865
2017-11-08,101.67567567567568
2017-11-09,98.32432432432432
2017-11-10,110.05405405405406
2017-11-11,103.35135135135135
2017-11-12,115.08108108108108
2017-11-13,110.05405405405406
2017-11-14,98.32432432432432
2017-11-15,98.32432432432432
2017-11-16,101.67567567567568
2017-11-17,111.72972972972974
2017-11-18,100.0
2017-11-19,94.97297297297297
2017-11-20,105.02702702702703
2017-11-21,108.37837837837839
2017-11-22,100.0
2017-11-23,96.64864864864865
2017-11-24,96.64864864864865
2017-11-25,98.32432432432432
2017-11-26,123.45945945945945
2017-11-27,140.21621621621622
2017-11-28,151.94594594594594
2017-11-29,230.7027027027027
2017-11-30,192.16216216216216
2017-12-01,48.0
2017-12-02,18.75
2017-12-03,12.25
2017-12-04,28.5
2017-12-05,28.5
2017-12-06,70.75
2017-12-07,256.0
2017-12-08,210.5
2017-12-09,109.75
2017-12-10,100.0
2017-12-11,122.75
2017-12-12,116.25
2017-12-13,93.5
2017-12-14,64.25
2017-12-15,51.25
2017-12-16,57.75
2017-12-17,64.25
2017-12-18,77.25
2017-12-19,77.25
2017-12-20,155.25
2017-12-21,87.0
2017-12-22,243.0
2017-12-23,116.25
2017-12-24,61.0
2017-12-25,38.25
2017-12-26,41.5
2017-12-27,35.0
2017-12-28,38.25
2017-12-29,25.25
2017-12-30,22.0
2017-12-31,5.75
2018-01-01,34.0
2018-01-02,13.777777777777771
2018-01-03,15.333333333333329
2018-01-04,21.555555555555557
2018-01-05,18.444444444444443
2018-01-06,26.22222222222222
2018-01-07,29.333333333333336
2018-01-08,18.444444444444443
2018-01-09,24.66666666666667
2018-01-10,21.555555555555557
2018-01-11,10.666666666666671
2018-01-12,27.77777777777778
2018-01-13,35.55555555555556
2018-01-14,41.77777777777778
2018-01-15,41.77777777777778
2018-01-16,0.0
2018-01-17,0.0
2018-01-18,0.0
2018-01-19,18.444444444444443
2018-01-20,32.44444444444444
2018-01-21,38.666666666666664
